,"Tesla,_Inc.views",Ford_Motor_Companyviews,General_Motorsviews,CarMaxviews,TSLA_RSI,F_RSI,GM_RSI,KMX_RSI,F,GM,KMX,TSLA,F_bollinger_band_mid_band,F_bollinger_std,F_bollinger_upper_band,F_bollinger_lower_band,F_bollinger_band_lower_band,F_bollinger_band_upper_band,F_bollinger_long,GM_bollinger_band_mid_band,GM_bollinger_std,GM_bollinger_upper_band,GM_bollinger_lower_band,GM_bollinger_band_lower_band,GM_bollinger_band_upper_band,GM_bollinger_long,KMX_bollinger_band_mid_band,KMX_bollinger_std,KMX_bollinger_upper_band,KMX_bollinger_lower_band,KMX_bollinger_band_lower_band,KMX_bollinger_band_upper_band,KMX_bollinger_long,TSLA_bollinger_band_mid_band,TSLA_bollinger_std,TSLA_bollinger_upper_band,TSLA_bollinger_lower_band,TSLA_bollinger_band_lower_band,TSLA_bollinger_band_upper_band,TSLA_bollinger_long
2018-07-12,8008.0,5356.0,4178.0,278.0,45.85410705301531,35.983300164098836,41.88035298539319,60.88349304935118,9.870213508605957,36.44691467285156,76.56999969482422,63.34199905395508,10.202496194839478,0.31525454061133024,10.833005276062138,9.571987113616817,0.0,0.0,0.0,37.84047355651855,1.4905945230572195,40.82166260263299,34.859284510404116,0.0,0.0,0.0,74.67000007629395,2.188790024490569,79.04758012527509,70.2924200273128,0.0,0.0,0.0,67.35659999847412,3.8009049331247695,74.95840986472366,59.754790132224585,0.0,0.0,0.0
2018-07-13,7152.0,5236.0,4099.0,326.0,47.09581775596732,33.95273579281688,42.658327665227,61.90341159012964,9.807686805725098,36.53044128417969,76.91999816894531,63.77399826049805,10.161854028701782,0.3108908636429566,10.783635755987696,9.540072301415869,0.0,0.0,0.0,37.64510612487793,1.3845449988403697,40.414196122558664,34.87601612719719,0.0,0.0,0.0,74.85499992370606,2.215979402333366,79.2869587283728,70.42304111903933,0.0,0.0,0.0,66.96809997558594,3.7470884818200436,74.46227693922603,59.47392301194586,0.0,0.0,0.0
2018-07-16,10930.0,4382.0,4016.0,374.0,42.80374161899865,30.50944316630698,44.43835806474383,62.8860141707885,9.691567420959473,36.71607208251953,77.25,62.02000045776367,10.11585259437561,0.30890199174961425,10.73365657787484,9.498048610876381,0.0,0.0,0.0,37.44324226379395,1.1878614229891984,39.81896510977234,35.067519417815554,0.0,0.0,0.0,75.09799995422364,2.1978404108011635,79.49368077582596,70.70231913262131,0.0,0.0,0.0,66.48739986419677,3.7336616605858275,73.95472318536844,59.02007654302512,0.0,0.0,0.0
2018-07-17,8622.0,4509.0,4197.0,305.0,49.86721822498951,31.0883116095914,48.48516667670746,64.15324968683235,9.700498580932617,37.15227508544922,77.66999816894531,64.53800201416016,10.065384912490845,0.28852912232887595,10.642443157148598,9.488326667833093,0.0,0.0,0.0,37.26133213043213,0.8893560944708598,39.04004431937385,35.48261994149041,0.0,0.0,0.0,75.36149978637695,2.1731239098290867,79.70774760603513,71.01525196671878,0.0,0.0,0.0,66.00599994659424,3.285283671271045,72.57656728913634,59.43543260405215,0.0,0.0,0.0
2018-07-18,9925.0,4612.0,4169.0,300.0,50.4740803864876,31.701018820916147,47.224184051721096,62.511409269303726,9.709429740905762,37.003780364990234,77.37000274658203,64.7699966430664,10.019829893112183,0.2674189214792493,10.554667736070682,9.484992050153684,0.0,0.0,0.0,37.15042285919189,0.7610367661563251,38.672496391504545,35.62834932687924,0.0,0.0,0.0,75.59249992370606,2.125952600847202,79.84440512540046,71.34059472201166,0.0,0.0,0.0,65.71899967193603,3.117547724723876,71.95409512138379,59.48390422248828,0.0,0.0,0.0
2018-07-19,7924.0,5326.0,4218.0,311.0,48.50091747492173,30.252534967703525,43.00811135956392,63.61451419630427,9.664770126342773,36.48404312133789,77.69999694824219,64.0459976196289,9.972935199737549,0.2407372793180629,10.454409758373675,9.491460641101423,0.0,0.0,0.0,37.027912330627444,0.6475132654571972,38.322938861541836,35.73288579971305,0.0,0.0,0.0,75.83899993896485,2.0664435320093983,79.97188700298365,71.70611287494604,0.0,0.0,0.0,65.29909954071044,2.7019481594377925,70.70299585958603,59.89520322183486,0.0,0.0,0.0
2018-07-20,6617.0,4943.0,3870.0,285.0,45.01922626210201,27.259916846884096,43.87539725076188,60.36820075621159,9.565134048461914,36.56757736206055,77.13999938964844,62.715999603271484,9.928204536437988,0.22831573413048473,10.384836004698958,9.471573068177019,0.0,0.0,0.0,36.94809513092041,0.5964884619538303,38.141072054828065,35.75511820701275,0.0,0.0,0.0,76.14349975585938,1.7477398060579539,79.63897936797528,72.64802014374348,0.0,0.0,0.0,64.95979957580566,2.569205347110445,70.09821027002656,59.821388881584774,0.0,0.0,0.0
2018-07-23,8367.0,5368.0,4229.0,319.0,40.171685842073444,25.074359533102395,42.86077951023784,62.467685643839324,9.483612060546875,36.44691467285156,77.70999908447266,60.63999938964844,9.882077550888061,0.21970175342866807,10.321481057745398,9.442674044030724,0.0,0.0,0.0,36.85621223449707,0.5158708380369957,37.88795391057106,35.82447055842308,0.0,0.0,0.0,76.01949958801269,1.5184741214681008,79.0564478309489,72.98255134507649,0.0,0.0,0.0,64.65549964904785,2.7057906163265786,70.06708088170102,59.2439184163947,0.0,0.0,0.0
2018-07-24,7288.0,4695.0,4480.0,300.0,37.739049366705345,31.633046862974155,45.070374580047535,51.575706719139546,9.574190139770508,36.641815185546875,75.5999984741211,59.486000061035156,9.847178649902343,0.2096831767894772,10.266545003481298,9.427812296323388,0.0,0.0,0.0,36.80377388000488,0.47854652846563617,37.760866936936154,35.84668082307361,0.0,0.0,0.0,75.9634994506836,1.5119187501375944,78.98733695095879,72.93966195040841,0.0,0.0,0.0,64.2996997833252,2.8974376704715032,70.0945751242682,58.50482444238219,0.0,0.0,0.0
2018-07-25,6833.0,5614.0,5370.0,286.0,44.795748615745254,30.209175116283916,33.06921230686979,49.80286700797942,9.528902053833008,34.94337844848633,75.19999694824219,61.74800109863281,9.809122085571289,0.19352510116399088,10.196172287899271,9.422071883243307,0.0,0.0,0.0,36.647851371765135,0.549797172955354,37.747445717675845,35.548257025854426,2.0,0.0,2.0,75.95399932861328,1.5163025760082325,78.98660448062974,72.92139417659682,0.0,0.0,0.0,63.96709976196289,2.7814611111537015,69.53002198427029,58.40417753965549,0.0,0.0,0.0
2018-07-26,6711.0,5006.0,4711.0,283.0,43.80764347790093,18.754168015352505,28.981873940887823,50.58038493505723,8.958255767822266,34.108070373535156,75.37000274658203,61.33000183105469,9.746999359130859,0.25183900785403784,10.250677374838935,9.243321343422783,2.0,0.0,2.0,36.47986316680908,0.7593964428045615,37.998656052418205,34.96107028119996,2.0,0.0,2.0,76.00699958801269,1.4737425715404682,78.95448473109363,73.05951444493175,0.0,0.0,0.0,63.58859977722168,2.5828331370203825,68.75426605126245,58.422933503180914,0.0,0.0,0.0
2018-07-27,6172.0,4459.0,4034.0,291.0,39.550593650824815,20.807407267297805,36.32711514545459,47.990543272258414,8.994486808776855,34.832000732421875,74.81999969482422,59.43600082397461,9.692940855026245,0.2906297843624413,10.274200423751129,9.111681286301362,2.0,0.0,2.0,36.34111061096191,0.7952764177196717,37.93166344640126,34.750557775522566,0.0,0.0,0.0,76.0754997253418,1.377321715401183,78.83014315614416,73.32085629453944,0.0,0.0,0.0,63.06109981536865,2.2653190403885857,67.59173789614582,58.530461734591476,0.0,0.0,0.0
2018-07-30,6955.0,4965.0,4954.0,304.0,36.707043624656926,27.69495606789347,37.57507396841012,49.361272936673146,9.121296882629395,34.96193313598633,75.08999633789062,58.034000396728516,9.654601764678954,0.3132300398433162,10.281061844365587,9.028141684992322,0.0,0.0,0.0,36.2608283996582,0.850348711137478,37.96152582193316,34.560130977383245,0.0,0.0,0.0,76.18649940490722,1.1808309856146284,78.54816137613648,73.82483743367797,0.0,0.0,0.0,62.53330001831055,2.135333278964838,66.80396657624023,58.26263346038087,2.0,0.0,2.0
2018-07-31,6942.0,4648.0,4291.0,288.0,41.82794671476571,27.150033331452576,39.75506325196917,47.32171546597648,9.094122886657715,35.18468475341797,74.68000030517578,59.62799835205078,9.613564157485962,0.33061830393655306,10.274800765359068,8.952327549612857,0.0,0.0,0.0,36.18704357147217,0.8774461829710082,37.941935937414186,34.43215120553015,0.0,0.0,0.0,76.23349952697754,1.0938311240862195,78.42116177514998,74.0458372788051,0.0,0.0,0.0,62.16399993896484,1.9503005308732588,66.06460100071136,58.26339887721832,0.0,0.0,0.0
2018-08-01,7999.0,5214.0,4155.0,317.0,43.495820444354344,24.70693309505262,35.47477777853611,40.88728659711998,8.96731185913086,34.470035552978516,73.2300033569336,60.167999267578125,9.571098852157593,0.3566810410633658,10.284460934284326,8.857736770030861,0.0,0.0,0.0,36.10212116241455,0.9578446207639928,38.01781040394253,34.18643192088656,0.0,0.0,0.0,76.18499984741212,1.2046330771291898,78.59426600167049,73.77573369315374,2.0,0.0,2.0,62.06379985809326,2.0006962550528975,66.06519236819906,58.06240734798747,0.0,0.0,0.0
2018-08-02,10201.0,4521.0,4167.0,297.0,63.70786782811542,25.735055185817913,32.898733438585865,41.302226208969174,8.985427856445312,33.98741912841797,73.30000305175781,69.90799713134766,9.526859569549561,0.3721632770586617,10.271186123666885,8.782533015432238,0.0,0.0,0.0,35.969865226745604,1.0581177484330813,38.086100723611764,33.853629729879444,0.0,0.0,0.0,76.04449996948242,1.3667952041405746,78.77809037776356,73.31090956120127,2.0,0.0,2.0,62.46759967803955,2.6583487032165314,67.78429708447261,57.15090227160648,0.0,2.0,2.0
2018-08-03,7007.0,4276.0,3841.0,288.0,63.02488563369119,31.756275874235,42.497710054721885,48.96330134559748,9.094122886657715,35.01762390136719,74.69000244140625,69.63400268554688,9.487608432769775,0.3744432449475566,10.236494922664889,8.738721942874662,0.0,0.0,0.0,35.90350551605225,1.074850096538289,38.053205709128825,33.75380532297567,0.0,0.0,0.0,75.95849990844727,1.3963788481838786,78.75125760481502,73.16574221207951,0.0,0.0,0.0,62.86029987335205,3.0955809499149933,69.05146177318204,56.66913797352206,0.0,2.0,2.0
2018-08-06,6380.0,4470.0,4191.0,294.0,59.9049854846069,31.526854280650085,41.744527196073754,52.6056007381861,9.085063934326172,34.896968841552734,75.44999694824219,68.39800262451172,9.441651630401612,0.36396080046187357,10.169573231325359,8.713730029477865,0.0,0.0,0.0,35.80373344421387,1.0708296339124563,37.94539271203878,33.662074176388955,0.0,0.0,0.0,75.90099983215332,1.3922441849639162,78.68548820208115,73.11651146222549,0.0,0.0,0.0,63.095100021362306,3.331862747252504,69.75882551586731,56.4313745268573,0.0,0.0,0.0
2018-08-07,12882.0,4622.0,4642.0,309.0,69.72079279043477,34.09057298682748,41.62230997509878,53.22060980416905,9.130354881286621,34.8784065246582,75.58000183105469,75.91400146484375,9.395726346969605,0.3405028929528982,10.076732132875401,8.714720561063809,0.0,0.0,0.0,35.68725528717041,1.036183617996383,37.75962252316317,33.614888051177644,0.0,0.0,0.0,75.85299987792969,1.385586916508625,78.62417371094693,73.08182604491245,0.0,0.0,0.0,63.66609992980957,4.39360398702536,72.45330790386029,54.878891955758846,0.0,2.0,2.0
2018-08-08,16802.0,4589.0,4153.0,287.0,65.48066849974191,33.285324936714446,42.34935183048697,49.74490790217242,9.103180885314941,34.95265197753906,74.93000030517578,74.06800079345703,9.356481456756592,0.32567912621453987,10.007839709185673,8.705123204327512,0.0,0.0,0.0,35.61115036010742,1.0311849953507999,37.67352035080902,33.548780369405826,0.0,0.0,0.0,75.81349983215333,1.4007555378015195,78.61501090775637,73.01198875655028,0.0,0.0,0.0,64.17989997863769,4.971895989582811,74.12369195780332,54.23610799947207,0.0,0.0,0.0
2018-08-09,9800.0,4840.0,3982.0,264.0,58.10466984486021,29.753360387287813,41.310463323414325,45.96504952777766,8.976370811462402,34.813438415527344,74.16999816894531,70.48999786376953,9.311789321899415,0.31253519507006733,9.93685971203955,8.68671893175928,0.0,0.0,0.0,35.52947654724121,1.0261819250837412,37.58184039740869,33.47711269707373,0.0,0.0,0.0,75.69349975585938,1.434921798079792,78.56334335201896,72.8236561596998,0.0,0.0,0.0,64.53729991912842,5.1617816584691845,74.86086323606679,54.213736602190046,0.0,0.0,0.0
2018-08-10,7719.0,4596.0,3920.0,259.0,58.95084589288916,26.127795261667103,35.550050508131505,41.13717206107564,8.822385787963867,33.95957565307617,73.08000183105469,71.0979995727539,9.262524271011353,0.3078744886762942,9.878273248363941,8.646775293658765,0.0,0.0,0.0,35.400933265686035,1.0548167322049047,37.510566730095846,33.291299801276224,0.0,0.0,0.0,75.50149993896484,1.5167452205539527,78.53499038007274,72.46800949785694,0.0,0.0,0.0,64.90349998474122,5.360743804765911,75.62498759427304,54.182012375209396,0.0,0.0,0.0
2018-08-13,8974.0,4908.0,4158.0,285.0,59.21928340439126,21.484234295331206,33.21854097235325,38.388399633699024,8.568764686584473,33.560489654541016,72.38999938964844,71.28199768066406,9.206384134292602,0.32728044888515073,9.860945032062903,8.551823236522301,0.0,0.0,0.0,35.24315414428711,1.0833643015484868,37.40988274738408,33.07642554119014,0.0,0.0,0.0,75.25849990844726,1.6084155021850983,78.47533091281745,72.04166890407707,0.0,0.0,0.0,65.36659984588623,5.496866774394244,76.36033339467471,54.372866297097744,0.0,0.0,0.0
2018-08-14,9584.0,4791.0,4097.0,256.0,55.49379039569304,23.573976082222927,33.6544432987739,41.15020416381034,8.604997634887695,33.59761428833008,72.83999633789062,69.52799987792969,9.151609086990357,0.33187250812827584,9.815354103246909,8.487864070733805,0.0,0.0,0.0,35.06542110443115,1.0445639726939642,37.15454904981908,32.97629315904322,0.0,0.0,0.0,75.01699981689453,1.5897765136171969,78.19655284412892,71.83744678966013,0.0,0.0,0.0,65.61609973907471,5.570037391442467,76.75617452195965,54.476024956189775,0.0,0.0,0.0
2018-08-15,8593.0,4480.0,3970.0,263.0,51.905072669698974,22.758554891339173,32.18392533011779,40.80007760099284,8.55970573425293,33.35630416870117,72.76000213623047,67.73799896240234,9.094122886657715,0.32973197280033334,9.753586832258382,8.434658941057048,0.0,0.0,0.0,34.8830472946167,1.006029295242409,36.89510588510152,32.87098870413188,0.0,0.0,0.0,74.78649978637695,1.5646625390960784,77.9158248645691,71.6571747081848,0.0,0.0,0.0,65.7644998550415,5.585823825004551,76.93614750505061,54.5928522050324,0.0,0.0,0.0
2018-08-16,8344.0,4480.0,3867.0,306.0,50.628635826935096,26.06354861278298,36.22373833735544,41.07009076909477,8.614055633544922,33.6811408996582,72.80000305175781,67.08999633789062,9.041587162017823,0.31750396200855785,9.676595086034938,8.406579238000708,0.0,0.0,0.0,34.74290218353271,0.9656844373069889,36.674271058146694,32.81153330891873,0.0,0.0,0.0,74.54150009155273,1.4648947316039254,77.47128955476059,71.61171062834488,0.0,0.0,0.0,65.9166997909546,5.57799965493606,77.07269910082671,54.76070048108247,0.0,0.0,0.0
2018-08-17,12995.0,4220.0,3778.0,296.0,40.67187071171781,28.26706867897805,37.258798344941674,46.52063489830389,8.650287628173828,33.76467514038086,73.62999725341797,61.099998474121094,8.995844841003418,0.30370807799743504,9.603260996998287,8.388428685008549,0.0,0.0,0.0,34.60275707244873,0.8871319196472892,36.37702091174331,32.828493233154155,0.0,0.0,0.0,74.36599998474121,1.3423280638864277,77.05065611251406,71.68134385696835,0.0,0.0,0.0,65.83589973449708,5.638183170231485,77.11226607496005,54.559533394034105,0.0,0.0,0.0
2018-08-20,11499.0,4690.0,3972.0,282.0,41.88019212663004,36.87720752161218,41.67589520160856,53.10519094769581,8.80427074432373,34.12663650512695,74.80000305175781,61.6879997253418,8.96187777519226,0.2836085032351273,9.529094781662515,8.394660768722005,0.0,0.0,0.0,34.4867431640625,0.7783128451981013,36.043368854458706,32.9301174736663,0.0,0.0,0.0,74.22050018310547,1.0958695857027732,76.41223935451102,72.02876101169993,0.0,0.0,0.0,65.88829975128174,5.592033142256096,77.07236603579392,54.704233466769544,0.0,0.0,0.0
2018-08-21,10471.0,4425.0,3984.0,256.0,47.1837850485761,42.95030482267333,43.221230606201374,57.964272979443756,8.93108081817627,34.25657272338867,75.81999969482422,64.37999725341797,8.929722309112549,0.24425875191001,9.418239812932569,8.441204805292529,0.0,0.0,0.0,34.36748104095459,0.5908878577734578,35.5492567565015,33.185705325407675,0.0,0.0,0.0,74.23150024414062,1.11143899031644,76.45437822477349,72.00862226350775,0.0,0.0,0.0,66.13299961090088,5.400944524087278,76.93488865907544,55.33111056272632,0.0,0.0,0.0
2018-08-22,8506.0,4917.0,4195.0,256.0,47.09439663904165,38.150400809878484,37.29269533364714,55.072308489125234,8.777095794677734,33.53264617919922,75.33999633789062,64.3280029296875,8.892131996154784,0.20125949126596557,9.294650978686716,8.489613013622852,0.0,0.0,0.0,34.29694442749023,0.6026085355151239,35.50216149852048,33.091727356459984,0.0,0.0,0.0,74.23850021362304,1.1182795452993908,76.47505930422182,72.00194112302427,0.0,0.0,0.0,66.26199970245361,5.320916095873977,76.90383189420156,55.620167510705656,0.0,0.0,0.0
2018-08-23,7999.0,4613.0,3856.0,275.0,46.53201821155291,36.59596097169703,34.30423041759822,53.22538026470915,8.722749710083008,33.105712890625,75.02999877929688,64.0199966430664,8.880356693267823,0.20405715455309936,9.28847100237402,8.472242384161625,0.0,0.0,0.0,34.246826553344725,0.658256350417148,35.56333925417902,32.93031385251043,0.0,0.0,0.0,74.22150001525878,1.1026481413719165,76.42679629800261,72.01620373251495,0.0,0.0,0.0,66.3964994430542,5.222778978957013,76.84205740096823,55.95094148514017,0.0,0.0,0.0
2018-08-24,8347.0,4535.0,3871.0,220.0,47.719503369071134,38.832642077542694,37.58300907425144,55.604618373957045,8.768038749694824,33.36558532714844,75.48999786376953,64.56400299072266,8.86903429031372,0.20367321932979598,9.276380728973313,8.461687851654128,0.0,0.0,0.0,34.173505783081055,0.6711876985210518,35.51588118012316,32.83113038603895,0.0,0.0,0.0,74.25499992370605,1.1315863480243082,76.51817261975467,71.99182722765744,0.0,0.0,0.0,66.6528995513916,4.983476206467676,76.61985196432695,56.68594713845624,0.0,0.0,0.0
2018-08-27,8317.0,4604.0,4002.0,257.0,46.27498998461519,50.49349907159424,53.21073516900211,61.074430977405655,9.048833847045898,34.98050308227539,76.66999816894531,63.854000091552734,8.865411138534546,0.19955236032496976,9.264515859184485,8.466306417884606,0.0,0.0,0.0,34.17443428039551,0.6723476275913343,35.51912953557818,32.82973902521284,0.0,0.0,0.0,74.3340000152588,1.2426508765996893,76.81930176845817,71.84869826205941,0.0,0.0,0.0,66.94389953613282,4.6096036057105,76.16310674755383,57.72469232471182,0.0,0.0,0.0
2018-08-28,8138.0,4666.0,4151.0,269.0,43.32680564541536,51.14059784854153,50.32523072824051,62.94921631312728,9.066947937011719,34.6370964050293,77.12000274658203,62.37200164794922,8.864052391052246,0.19799957990791742,9.26005155086808,8.46805323123641,0.0,0.0,0.0,34.14705486297608,0.6393842797892287,35.42582342255454,32.86828630339762,0.0,0.0,0.0,74.4560001373291,1.3895068652655145,77.23501386786013,71.67698640679806,0.0,0.0,0.0,67.08109970092774,4.417214084478177,75.91552786988409,58.24667153197139,0.0,0.0,0.0
2018-08-29,7764.0,5084.0,4142.0,263.0,40.74266521765501,49.74019378193096,48.78526738605834,65.19570047401736,9.030717849731445,34.45147705078125,77.68000030517578,61.00199890136719,8.867222690582276,0.2002349515493174,9.267692593680911,8.46675278748364,0.0,0.0,0.0,34.146126937866214,0.6389041608799138,35.42393525962604,32.868318616106386,0.0,0.0,0.0,74.67849998474121,1.5318520365977837,77.74220405793677,71.61479591154564,0.0,0.0,0.0,67.12279968261718,4.351972065109142,75.82674381283547,58.4188555523989,0.0,0.0,0.0
2018-08-30,7099.0,5041.0,3936.0,270.0,40.0442664920726,41.48250080869557,43.35591732397695,61.8084201379252,8.786154747009277,33.74611282348633,77.20999908447266,60.630001068115234,8.857259035110474,0.1989975855775803,9.255254206265635,8.459263863955313,0.0,0.0,0.0,34.134061622619626,0.6443145560363864,35.4226907346924,32.84543251054685,0.0,0.0,0.0,74.87399978637696,1.59487127062526,78.06374232762748,71.68425724512643,0.0,0.0,0.0,66.65889987945556,4.530299192669361,75.71949826479428,57.59830149411684,0.0,0.0,0.0
2018-08-31,6256.0,4915.0,3891.0,294.0,39.460713946677636,36.207799051974916,41.335135567354385,65.28037627339208,8.586880683898926,33.45839309692383,78.05000305175781,60.332000732421875,8.831896924972535,0.19954368711341566,9.230984299199365,8.432809550745704,0.0,0.0,0.0,34.056100082397464,0.6258455045776532,35.30779109155277,32.804409073242155,0.0,0.0,0.0,75.04199981689453,1.744424721054963,78.53084925900446,71.55315037478461,0.0,0.0,0.0,66.19379978179931,4.683681968281158,75.56116371836163,56.826435845237,0.0,0.0,0.0
2018-09-04,7181.0,5196.0,4159.0,401.0,34.801799168361114,35.9838439476721,38.527940415745114,68.24150549686732,8.577823638916016,33.04074478149414,78.8499984741211,57.790000915527344,8.806534910202027,0.19790096439588634,9.2023368389938,8.410732981410254,0.0,0.0,0.0,33.96328887939453,0.632188223357788,35.227665326110106,32.69891243267896,0.0,0.0,0.0,75.21199989318848,1.940885936296785,79.09377176578205,71.3302280205949,0.0,0.0,0.0,65.6633996963501,5.010197490697724,75.68379467774554,55.64300471495465,0.0,0.0,0.0
2018-09-05,8379.0,4908.0,4229.0,357.0,32.160455580230746,36.82550677920674,36.67989194228779,68.27793336622659,8.595938682556152,32.75303268432617,78.86000061035156,56.14799880981445,8.779814100265503,0.18769269483860526,9.155199489942714,8.404428710588292,0.0,0.0,0.0,33.85702018737793,0.6486827178481882,35.154385623074305,32.55965475168155,0.0,0.0,0.0,75.37599983215333,2.1052352080508077,79.58647024825494,71.16552941605171,0.0,0.0,0.0,64.67509956359864,4.8279491853351555,74.33099793426895,55.01920119292832,0.0,0.0,0.0
2018-09-06,7137.0,5083.0,6198.0,284.0,32.30198850606345,35.32497904052538,33.673619276321176,63.421723624603615,8.541592597961426,32.25578308105469,78.23999786376953,56.189998626708984,8.751734685897826,0.17855512822329966,9.108844942344426,8.394624429451227,0.0,0.0,0.0,33.722176742553714,0.6880518745390339,35.09828049163178,32.346072993475644,2.0,0.0,2.0,75.541499710083,2.196457138909458,79.93441398790192,71.14858543226408,0.0,0.0,0.0,63.78119945526123,4.649063118459621,73.07932569218048,54.483073218341985,0.0,0.0,0.0
2018-09-07,20418.0,4817.0,5562.0,250.0,27.156424632223292,31.624295449229407,31.22921710204946,66.02411454798415,8.396665573120117,31.814821243286133,78.86000061035156,52.64799880981445,8.722749423980712,0.18702188448554222,9.096793192951797,8.348705655009628,0.0,0.0,0.0,33.57224588394165,0.7606250882793367,35.09349606050032,32.050995707382974,2.0,0.0,2.0,75.77599983215332,2.2906638994081137,80.35732763096955,71.19467203333708,0.0,0.0,0.0,62.889099502563475,4.993075751387144,72.87525100533776,52.90294799978919,2.0,0.0,2.0
2018-09-10,14391.0,5433.0,4435.0,256.0,40.07716351955381,36.54599572216741,31.02281475220846,70.02473939435889,8.496302604675293,31.777292251586914,79.94000244140625,57.099998474121094,8.706445264816285,0.19202532249111534,9.090495909798516,8.322394619834053,0.0,0.0,0.0,33.463131713867185,0.8530495180142937,35.169230749895775,31.7570326778386,0.0,0.0,0.0,76.1189998626709,2.377672601407737,80.87434506548638,71.36365465985543,0.0,0.0,0.0,62.189199447631836,4.757353047430285,71.70390554249241,52.674493352771265,0.0,0.0,0.0
2018-09-11,12954.0,5397.0,4197.0,340.0,38.09605806155123,34.8279718455409,30.480461667023775,72.21082192263631,8.432897567749023,31.683473587036133,80.61000061035156,55.88800048828125,8.699651908874511,0.19941363680446023,9.098479182483432,8.30082463526559,0.0,0.0,0.0,33.369280910491945,0.9405407497650655,35.25036241002208,31.488199410961812,0.0,0.0,0.0,76.52999992370606,2.4093942804502766,81.34878848460662,71.7112113628055,0.0,0.0,0.0,61.4194995880127,4.4437604007175535,70.3070203894478,52.53197878657759,0.0,0.0,0.0
2018-09-12,11195.0,5501.0,4137.0,345.0,43.5959817176981,36.2119934098138,34.07970543067762,72.43699316968956,8.460071563720703,31.95555305480957,80.68000030517578,58.108001708984375,8.692405605316162,0.2055722826164856,9.103550170549134,8.28126104008319,0.0,0.0,0.0,33.287177848815915,0.9899333630196848,35.267044574855284,31.307311122776547,0.0,0.0,0.0,76.92200012207032,2.415209795476846,81.75241971302401,72.09158053111662,0.0,0.0,0.0,60.84849967956543,4.064548572221529,68.97759682400849,52.71940253512237,0.0,0.0,0.0
2018-09-13,10312.0,5051.0,4174.0,274.0,43.19386464479134,37.63811018055191,36.40288057618188,68.1691531565539,8.48724365234375,32.133811950683594,80.18000030517578,57.891998291015625,8.688782501220704,0.20864966075425098,9.106081822729205,8.271483179712202,0.0,0.0,0.0,33.22605323791504,1.0226421735384088,35.271337584991855,31.180768890838223,0.0,0.0,0.0,77.29300003051758,2.3098307990527553,81.91266162862308,72.67333843241207,0.0,0.0,0.0,60.35619964599609,3.7719118456396203,67.90002333727533,52.81237595471685,0.0,0.0,0.0
2018-09-14,10175.0,4703.0,4141.0,312.0,46.04242493210997,41.40065178413709,40.88980906837762,69.48571083977515,8.55970573425293,32.49033737182617,80.5199966430664,59.040000915527344,8.686065006256104,0.2100235512063227,9.10611210866875,8.266017903843458,0.0,0.0,0.0,33.16651306152344,1.0293947043756768,35.22530247027479,31.107723652772087,0.0,0.0,0.0,77.678999710083,2.1596493175192477,81.9982983451215,73.35970107504451,0.0,0.0,0.0,59.95369987487793,3.4294951320133964,66.81269013890471,53.09470961085113,0.0,0.0,0.0
2018-09-17,9940.0,5331.0,4685.0,1433.0,45.887004283258115,45.8027016130691,45.16566611866121,63.87869486860594,8.650287628173828,32.856239318847656,79.8499984741211,58.96799850463867,8.686065006256104,0.2100235512063227,9.10611210866875,8.266017903843458,0.0,0.0,0.0,33.121091270446776,1.021624733638476,35.16434073772373,31.077841803169825,0.0,0.0,0.0,77.98999977111816,1.9868251889657023,81.96365014904957,74.01634939318676,0.0,0.0,0.0,59.84709987640381,3.4251210955829476,66.6973420675697,52.99685768523791,0.0,0.0,0.0
2018-09-18,11863.0,5129.0,4251.0,810.0,41.7244032103351,47.08678326921369,46.02809510304604,51.842559941773644,8.677459716796875,32.93129348754883,78.05999755859375,56.992000579833984,8.67972445487976,0.20817317586243897,9.096070806604638,8.263378103154883,0.0,0.0,0.0,33.06132411956787,0.994301779991134,35.04992767955014,31.072720559585605,0.0,0.0,0.0,78.15299949645996,1.8396145864963827,81.83222866945272,74.47377032346719,0.0,0.0,0.0,59.61229991912842,3.4531274551557853,66.51855482943999,52.706045008816844,0.0,0.0,0.0
2018-09-19,10434.0,5154.0,4440.0,516.0,48.83723662209912,54.77934799825955,52.380083715424895,54.47457544666434,8.858617782592773,33.52236557006836,78.56999969482422,59.80400085449219,8.676101303100586,0.2041601033991027,9.08442150989879,8.26778109630238,0.0,0.0,0.0,33.024613761901854,0.9608404093106779,34.94629458052321,31.1029329432805,0.0,0.0,0.0,78.29049949645996,1.7569760325651358,81.80445156159023,74.77654743132969,0.0,0.0,0.0,59.38350009918213,3.267193544075642,65.9178871873334,52.849113011030845,0.0,0.0,0.0
2018-09-20,8850.0,10114.0,4110.0,434.0,48.524222135623596,55.81697894969522,55.51264959347661,53.73044451337387,8.885791778564453,33.850746154785156,78.44999694824219,59.66600036621094,8.681536102294922,0.20839298350452107,9.098322069303965,8.26475013528588,0.0,0.0,0.0,33.04051876068115,0.9722575456107729,34.9850338519027,31.096003669459606,0.0,0.0,0.0,78.44599952697754,1.6138984537242351,81.67379643442601,75.21820261952908,0.0,0.0,0.0,59.1503999710083,3.05529311367945,65.26098619836719,53.0398137436494,0.0,0.0,0.0
